Day,Temperature Max,Temperature Min,Temperature Avg,MaxWind_km/h,TotalPrecip_mm,Humidity Avg,Comment,UV Index
2023-03-03,28.6,17.7,22.9,22.0,0.0,59.0,Cloudy,6.0
2023-03-04,27.5,19.9,23.0,15.1,0.0,57.0,Overcast,6.0
2023-03-05,28.1,17.5,23.0,18.4,0.0,58.0,Overcast,6.0
2023-03-06,26.9,17.8,22.3,21.2,0.0,63.0,Overcast,6.0
2023-03-07,26.0,18.3,22.1,17.6,0.2,69.0,Patchy rain possible,6.0
2023-03-08,23.9,19.1,21.2,13.7,1.8,79.0,Light rain shower,5.0
2023-03-09,30.6,18.2,24.6,14.4,0.0,62.0,Cloudy,7.0
2023-03-10,32.6,19.9,25.6,24.5,0.0,57.0,Partly cloudy,8.0
2023-03-11,26.7,20.0,23.7,17.3,0.3,68.0,Light rain shower,6.0
2023-03-12,27.6,20.3,23.1,17.6,4.2,65.0,Light rain shower,6.0
2023-03-13,20.6,17.8,19.0,8.6,0.3,55.0,Patchy rain possible,5.0
2023-03-14,31.3,16.0,22.3,22.7,0.0,49.0,Partly cloudy,8.0
2023-03-15,23.8,18.8,21.4,17.6,0.9,76.0,Patchy rain possible,5.0
2023-03-16,28.3,20.3,24.0,19.1,0.3,72.0,Patchy rain possible,6.0
2023-03-17,31.4,19.7,24.6,18.7,4.1,69.0,Light rain shower,7.0
2023-03-18,31.3,20.4,25.0,17.6,0.8,68.0,Light rain shower,7.0
2023-03-19,28.9,20.6,24.3,19.8,1.4,72.0,Patchy rain possible,6.0
2023-03-20,28.8,20.4,23.9,22.0,0.2,78.0,Patchy rain possible,6.0
2023-03-21,35.2,22.9,26.8,21.2,0.5,73.0,Patchy rain possible,8.0
2023-03-22,43.7,22.6,30.8,23.0,0.0,57.0,Cloudy,9.0
2023-03-23,41.4,22.5,30.3,23.0,0.0,58.0,Thundery outbreaks possible,9.0
2023-03-24,40.2,22.5,29.7,25.2,0.0,63.0,Thundery outbreaks possible,9.0
2023-03-25,26.5,24.1,25.2,14.8,0.8,70.0,Light rain shower,6.0
2023-03-26,23.2,20.7,21.8,12.2,6.5,81.0,Light rain shower,5.0
2023-03-27,22.4,18.9,20.7,13.7,7.4,86.0,Light rain shower,5.0
2023-03-28,19.5,17.6,18.5,8.3,3.9,85.0,Light drizzle,4.0
2023-03-29,23.6,17.6,20.0,13.7,3.3,83.0,Light rain shower,5.0
2023-03-30,21.9,19.1,20.4,10.4,2.6,86.0,Light drizzle,5.0
2023-03-31,22.0,20.2,21.2,10.4,2.1,92.0,Light drizzle,5.0
2023-04-01,29.0,21.9,24.2,20.5,4.4,88.0,Light rain shower,6.0
2023-04-02,31.3,22.5,25.8,25.2,4.4,80.0,Light rain shower,7.0
2023-04-03,34.6,23.4,27.1,22.7,3.3,76.0,Light rain shower,7.0
2023-04-04,37.9,24.1,28.6,23.4,0.1,72.0,Overcast,8.0
2023-04-05,35.9,23.9,28.1,18.4,0.4,75.0,Light drizzle,8.0
2023-04-06,27.5,21.2,24.6,18.4,3.5,81.0,Light rain shower,6.0
2023-04-07,22.4,19.7,20.6,10.1,3.2,80.0,Light rain,5.0
2023-04-08,21.1,18.4,19.3,5.4,4.9,84.0,Light rain,5.0
2023-04-09,22.5,18.2,19.8,7.9,4.4,89.0,Light rain,5.0
2023-04-10,24.9,19.4,21.8,13.7,2.0,89.0,Light drizzle,5.0
2023-04-11,30.5,21.9,25.4,19.1,1.6,82.0,Light rain shower,7.0
2023-04-12,25.1,22.7,23.9,15.8,1.2,87.0,Light drizzle,6.0
2023-04-13,29.1,23.3,25.6,21.6,0.4,82.0,Patchy rain possible,6.0
2023-04-14,30.9,23.2,26.2,16.2,1.2,81.0,Light rain shower,7.0
2023-04-15,29.9,22.6,25.8,11.9,13.4,80.0,Moderate or heavy rain shower,6.0
2023-04-16,34.7,21.9,27.1,21.6,0.7,68.0,Overcast,7.0
2023-04-17,32.6,22.8,26.3,20.2,0.8,81.0,Light rain shower,7.0
2023-04-18,32.8,24.6,27.5,18.7,0.7,78.0,Light rain shower,7.0
2023-04-19,37.7,24.1,28.7,21.2,0.2,75.0,Patchy rain possible,8.0
2023-04-20,39.2,24.7,29.9,20.2,0.2,72.0,Patchy rain possible,8.0
2023-04-21,41.1,23.4,30.2,18.7,0.7,67.0,Patchy rain possible,9.0
2023-04-22,38.9,23.6,28.4,36.4,5.1,65.0,Patchy light rain with thunder,8.0
2023-04-23,36.6,22.5,26.5,22.3,8.4,75.0,Patchy light rain with thunder,8.0
2023-04-24,30.0,22.7,25.1,20.5,5.2,85.0,Light rain shower,7.0
2023-04-25,31.9,20.1,25.5,24.8,11.5,80.0,Light rain shower,7.0
2023-04-26,22.4,18.8,20.2,7.2,4.4,78.0,Light rain shower,5.0
2023-04-27,28.7,19.0,24.0,18.7,0.2,77.0,Patchy rain possible,6.0
2023-04-28,32.3,21.9,26.4,23.0,1.7,80.0,Light rain shower,7.0
2023-04-29,24.4,21.5,22.9,12.2,30.1,91.0,Torrential rain shower,5.0
2023-04-30,27.9,19.8,23.0,15.1,1.6,72.0,Light rain shower,6.0
2023-05-01,29.6,20.3,24.5,16.9,1.1,77.0,Patchy rain possible,6.0
2023-05-02,31.1,21.4,25.7,21.2,3.7,77.0,Light rain shower,7.0
2023-05-03,33.4,23.3,27.5,21.6,1.4,76.0,Light rain shower,7.0
2023-05-04,38.8,24.2,29.5,20.9,0.3,76.0,Patchy rain possible,8.0
2023-05-05,40.1,25.4,30.9,16.9,0.3,72.0,Thundery outbreaks possible,9.0
2023-05-06,42.3,26.5,32.2,20.2,0.1,69.0,Patchy rain possible,9.0
2023-05-07,34.4,24.8,28.2,18.4,8.8,78.0,Light rain shower,7.0
2023-05-08,25.3,21.5,23.1,10.4,34.5,90.0,Moderate or heavy rain shower,6.0
2023-05-09,22.5,20.8,21.7,6.8,22.8,93.0,Moderate or heavy rain shower,5.0
2023-05-10,29.7,22.8,25.3,14.0,17.4,89.0,Light rain shower,6.0
2023-05-11,33.1,22.8,26.7,22.3,39.8,82.0,Moderate or heavy rain shower,7.0
